"","steps","date","interval","tdec","avgcol","indcol"
"1",1.71698113207547,2012-10-01,0,0,1.71698113207547,1
"2",0.339622641509434,2012-10-01,5,0.0833333333333333,0.339622641509434,1
"3",0.132075471698113,2012-10-01,10,0.166666666666667,0.132075471698113,1
"4",0.150943396226415,2012-10-01,15,0.25,0.150943396226415,1
"5",0.0754716981132075,2012-10-01,20,0.333333333333333,0.0754716981132075,1
"6",2.09433962264151,2012-10-01,25,0.416666666666667,2.09433962264151,1
"7",0.528301886792453,2012-10-01,30,0.5,0.528301886792453,1
"8",0.867924528301887,2012-10-01,35,0.583333333333333,0.867924528301887,1
"9",0,2012-10-01,40,0.666666666666667,0,1
"10",1.47169811320755,2012-10-01,45,0.75,1.47169811320755,1
"11",0.30188679245283,2012-10-01,50,0.833333333333333,0.30188679245283,1
"12",0.132075471698113,2012-10-01,55,0.916666666666667,0.132075471698113,1
"13",0.320754716981132,2012-10-01,100,1,0.320754716981132,1
"14",0.679245283018868,2012-10-01,105,1.08333333333333,0.679245283018868,1
"15",0.150943396226415,2012-10-01,110,1.16666666666667,0.150943396226415,1
"16",0.339622641509434,2012-10-01,115,1.25,0.339622641509434,1
"17",0,2012-10-01,120,1.33333333333333,0,1
"18",1.11320754716981,2012-10-01,125,1.41666666666667,1.11320754716981,1
"19",1.83018867924528,2012-10-01,130,1.5,1.83018867924528,1
"20",0.169811320754717,2012-10-01,135,1.58333333333333,0.169811320754717,1
"21",0.169811320754717,2012-10-01,140,1.66666666666667,0.169811320754717,1
"22",0.377358490566038,2012-10-01,145,1.75,0.377358490566038,1
"23",0.264150943396226,2012-10-01,150,1.83333333333333,0.264150943396226,1
"24",0,2012-10-01,155,1.91666666666667,0,1
"25",0,2012-10-01,200,2,0,1
"26",0,2012-10-01,205,2.08333333333333,0,1
"27",1.13207547169811,2012-10-01,210,2.16666666666667,1.13207547169811,1
"28",0,2012-10-01,215,2.25,0,1
"29",0,2012-10-01,220,2.33333333333333,0,1
"30",0.132075471698113,2012-10-01,225,2.41666666666667,0.132075471698113,1
"31",0,2012-10-01,230,2.5,0,1
"32",0.226415094339623,2012-10-01,235,2.58333333333333,0.226415094339623,1
"33",0,2012-10-01,240,2.66666666666667,0,1
"34",0,2012-10-01,245,2.75,0,1
"35",1.54716981132075,2012-10-01,250,2.83333333333333,1.54716981132075,1
"36",0.943396226415094,2012-10-01,255,2.91666666666667,0.943396226415094,1
"37",0,2012-10-01,300,3,0,1
"38",0,2012-10-01,305,3.08333333333333,0,1
"39",0,2012-10-01,310,3.16666666666667,0,1
"40",0,2012-10-01,315,3.25,0,1
"41",0.207547169811321,2012-10-01,320,3.33333333333333,0.207547169811321,1
"42",0.622641509433962,2012-10-01,325,3.41666666666667,0.622641509433962,1
"43",1.62264150943396,2012-10-01,330,3.5,1.62264150943396,1
"44",0.584905660377358,2012-10-01,335,3.58333333333333,0.584905660377358,1
"45",0.490566037735849,2012-10-01,340,3.66666666666667,0.490566037735849,1
"46",0.0754716981132075,2012-10-01,345,3.75,0.0754716981132075,1
"47",0,2012-10-01,350,3.83333333333333,0,1
"48",0,2012-10-01,355,3.91666666666667,0,1
"49",1.18867924528302,2012-10-01,400,4,1.18867924528302,1
"50",0.943396226415094,2012-10-01,405,4.08333333333333,0.943396226415094,1
"51",2.56603773584906,2012-10-01,410,4.16666666666667,2.56603773584906,1
"52",0,2012-10-01,415,4.25,0,1
"53",0.339622641509434,2012-10-01,420,4.33333333333333,0.339622641509434,1
"54",0.358490566037736,2012-10-01,425,4.41666666666667,0.358490566037736,1
"55",4.11320754716981,2012-10-01,430,4.5,4.11320754716981,1
"56",0.660377358490566,2012-10-01,435,4.58333333333333,0.660377358490566,1
"57",3.49056603773585,2012-10-01,440,4.66666666666667,3.49056603773585,1
"58",0.830188679245283,2012-10-01,445,4.75,0.830188679245283,1
"59",3.11320754716981,2012-10-01,450,4.83333333333333,3.11320754716981,1
"60",1.11320754716981,2012-10-01,455,4.91666666666667,1.11320754716981,1
"61",0,2012-10-01,500,5,0,1
"62",1.56603773584906,2012-10-01,505,5.08333333333333,1.56603773584906,1
"63",3,2012-10-01,510,5.16666666666667,3,1
"64",2.24528301886792,2012-10-01,515,5.25,2.24528301886792,1
"65",3.32075471698113,2012-10-01,520,5.33333333333333,3.32075471698113,1
"66",2.9622641509434,2012-10-01,525,5.41666666666667,2.9622641509434,1
"67",2.09433962264151,2012-10-01,530,5.5,2.09433962264151,1
"68",6.05660377358491,2012-10-01,535,5.58333333333333,6.05660377358491,1
"69",16.0188679245283,2012-10-01,540,5.66666666666667,16.0188679245283,1
"70",18.3396226415094,2012-10-01,545,5.75,18.3396226415094,1
"71",39.4528301886792,2012-10-01,550,5.83333333333333,39.4528301886792,1
"72",44.4905660377358,2012-10-01,555,5.91666666666667,44.4905660377358,1
"73",31.4905660377358,2012-10-01,600,6,31.4905660377358,1
"74",49.2641509433962,2012-10-01,605,6.08333333333333,49.2641509433962,1
"75",53.7735849056604,2012-10-01,610,6.16666666666667,53.7735849056604,1
"76",63.4528301886792,2012-10-01,615,6.25,63.4528301886792,1
"77",49.9622641509434,2012-10-01,620,6.33333333333333,49.9622641509434,1
"78",47.0754716981132,2012-10-01,625,6.41666666666667,47.0754716981132,1
"79",52.1509433962264,2012-10-01,630,6.5,52.1509433962264,1
"80",39.3396226415094,2012-10-01,635,6.58333333333333,39.3396226415094,1
"81",44.0188679245283,2012-10-01,640,6.66666666666667,44.0188679245283,1
"82",44.1698113207547,2012-10-01,645,6.75,44.1698113207547,1
"83",37.3584905660377,2012-10-01,650,6.83333333333333,37.3584905660377,1
"84",49.0377358490566,2012-10-01,655,6.91666666666667,49.0377358490566,1
"85",43.811320754717,2012-10-01,700,7,43.811320754717,1
"86",44.377358490566,2012-10-01,705,7.08333333333333,44.377358490566,1
"87",50.5094339622642,2012-10-01,710,7.16666666666667,50.5094339622642,1
"88",54.5094339622642,2012-10-01,715,7.25,54.5094339622642,1
"89",49.9245283018868,2012-10-01,720,7.33333333333333,49.9245283018868,1
"90",50.9811320754717,2012-10-01,725,7.41666666666667,50.9811320754717,1
"91",55.6792452830189,2012-10-01,730,7.5,55.6792452830189,1
"92",44.3207547169811,2012-10-01,735,7.58333333333333,44.3207547169811,1
"93",52.2641509433962,2012-10-01,740,7.66666666666667,52.2641509433962,1
"94",69.5471698113208,2012-10-01,745,7.75,69.5471698113208,1
"95",57.8490566037736,2012-10-01,750,7.83333333333333,57.8490566037736,1
"96",56.1509433962264,2012-10-01,755,7.91666666666667,56.1509433962264,1
"97",73.377358490566,2012-10-01,800,8,73.377358490566,1
"98",68.2075471698113,2012-10-01,805,8.08333333333333,68.2075471698113,1
"99",129.433962264151,2012-10-01,810,8.16666666666667,129.433962264151,1
"100",157.528301886792,2012-10-01,815,8.25,157.528301886792,1
"101",171.150943396226,2012-10-01,820,8.33333333333333,171.150943396226,1
"102",155.396226415094,2012-10-01,825,8.41666666666667,155.396226415094,1
"103",177.301886792453,2012-10-01,830,8.5,177.301886792453,1
"104",206.169811320755,2012-10-01,835,8.58333333333333,206.169811320755,1
"105",195.924528301887,2012-10-01,840,8.66666666666667,195.924528301887,1
"106",179.566037735849,2012-10-01,845,8.75,179.566037735849,1
"107",183.396226415094,2012-10-01,850,8.83333333333333,183.396226415094,1
"108",167.018867924528,2012-10-01,855,8.91666666666667,167.018867924528,1
"109",143.452830188679,2012-10-01,900,9,143.452830188679,1
"110",124.037735849057,2012-10-01,905,9.08333333333333,124.037735849057,1
"111",109.11320754717,2012-10-01,910,9.16666666666667,109.11320754717,1
"112",108.11320754717,2012-10-01,915,9.25,108.11320754717,1
"113",103.716981132075,2012-10-01,920,9.33333333333333,103.716981132075,1
"114",95.9622641509434,2012-10-01,925,9.41666666666667,95.9622641509434,1
"115",66.2075471698113,2012-10-01,930,9.5,66.2075471698113,1
"116",45.2264150943396,2012-10-01,935,9.58333333333333,45.2264150943396,1
"117",24.7924528301887,2012-10-01,940,9.66666666666667,24.7924528301887,1
"118",38.7547169811321,2012-10-01,945,9.75,38.7547169811321,1
"119",34.9811320754717,2012-10-01,950,9.83333333333333,34.9811320754717,1
